experiment 1;surface bulk 2%;sample 1;1;;2;;3;;4;;5;;6;;7;;8;;9;;10;;;combined;;;;experiment 1;surface bulk 2%;sample 1;
;;grader;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;;nucelous ;myotubes;;;;;grader;nucelous 
;;82;0.011708097;0.010654767;0.009422705;0.010001838;0.010934878;0.01031188;0.009989209;0.010336666;0.013599147;0.011848207;0.009572301;0.010675526;0.010877062;0.010576713;0.010173861;0.010123368;0.009871043;0.010951839;0.01005767;0.011340907;;0.010620597;0.010682171;;;;;82;0.010620597
;;84;0.01287223;0.010857816;0.009406084;0.010062726;0.010890514;0.010440713;0.009203896;0.010391019;0.012619932;0.011649407;0.009772893;0.010607219;0.011017435;0.011012052;0.011807864;0.010002395;0.011271645;0.010832466;0.009235476;0.010758187;;0.010809797;0.0106614;;;;;84;0.010809797
;;86;0.012745983;0.011396493;0.009340735;0.009747625;0.010683653;0.010703532;0.010148822;0.010569552;0.01059696;0.011286054;0.012325414;0.011078859;0.010550771;0.010862993;0.01151431;0.009981654;0.009343173;0.010801374;0.010099151;0.011030867;;0.010734897;0.0107459;;;;;86;0.010734897
;;88;0.010610373;0.010654871;0.01018186;0.00985229;0.009737508;0.010849631;0.009815045;0.010054047;0.010065576;0.010981274;0.011188305;0.010921019;0.010855568;0.01018072;0.010476312;0.010097854;0.00939224;0.010684212;0.010403179;0.011059562;;0.010272597;0.010533548;;;;;88;0.010272597
;;90;0.012066796;0.010889889;0.01159546;0.010566727;0.010711916;0.011011345;0.011054121;0.011100824;0.012425925;0.011155739;0.010589239;0.011716919;0.013005371;0.010756357;0.011045143;0.010749015;0.012615548;0.011683622;0.012860453;0.011468018;;0.011796997;0.011109846;;;;;90;0.011796997
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
experiment 1;encapsulated flight 4%;sample 1;1;;2;;3;;4;;5;;6;;7;;8;;9;;10;;;combined;;;;experiment 1;encapsulated flight 4%;sample 1;
;;grader;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;;nucelous ;myotubes;;;;;;
;;-90;0.012740059;0.01511903;0.01109746;0.010683501;0.010478002;0.011316044;0.00958662;0.009041259;0.008495361;0.008495361;0.010869556;0.012731055;0.010437211;0.009508175;0.010196757;0.010498323;0.009668526;0.010517514;0.012156996;0.011999148;;0.010572655;0.010990941;;;;;;
;;-88;0.010071141;0.01164485;0.008634813;0.008834982;0.008915277;0.009156521;0.008061884;0.008511935;0.006989661;0.006989661;0.009499661;0.007848334;0.008568409;0.008361012;0.008733605;0.007766096;0.008784232;0.00907681;0.009524258;0.010785123;;0.008778294;0.008897532;;;;;;
;;-86;0.010029553;0.012982861;0.009153197;0.0095936;0.009680301;0.009063348;0.008623643;0.008672522;0.007229576;0.007229576;0.009902171;0.009197205;0.008825874;0.008609136;0.009045825;0.007908371;0.008690236;0.008601983;0.01061812;0.010939423;;0.00917985;0.009279803;;;;;;
;;-84;0.009521527;0.012807261;0.010331481;0.009861669;0.009603078;0.009869406;0.008612929;0.008580216;0.007346693;0.007346693;0.009710108;0.00922487;0.00870994;0.008739022;0.008114026;0.008279184;0.008824925;0.00949956;0.010498222;0.011291506;;0.009127293;0.009549939;;;;;;
;;-82;0.008946644;0.012296956;0.01075058;0.009921714;0.008881459;0.009227511;0.00870021;0.008454818;0.007194204;0.007194204;0.009353003;0.008965103;0.008993688;0.008638109;0.007912307;0.00854213;0.008860348;0.009704348;0.010617834;0.012386497;;0.009021028;0.009533139;;;;;;
;;-80;0.00947814;0.012112439;0.010604995;0.010775173;0.009647593;0.008975609;0.008855185;0.008282661;0.007397734;0.007397734;0.009382224;0.009416324;0.009279399;0.008192234;0.008256039;0.008883394;0.008729252;0.00914539;0.010401488;0.012623145;;0.009203205;0.00958041;;;;;;
;;-78;0.009294665;0.012734873;0.010750151;0.010714357;0.009703431;0.008816848;0.008749894;0.007955907;0.00713601;0.00713601;0.009588819;0.009351356;0.009323756;0.008365558;0.008768949;0.008609118;0.00903742;0.008864473;0.009779364;0.01212483;;0.009213246;0.009467333;;;;;;
;;-76;0.009536941;0.012805257;0.010568363;0.009876554;0.00997776;0.007917452;0.008507589;0.008289015;0.007162565;0.007162565;0.009746587;0.008877178;0.009314568;0.008201071;0.009023322;0.007750764;0.008347664;0.008311281;0.009956971;0.011523068;;0.009214233;0.009071421;;;;;;
;;-74;0.009055149;0.013599591;0.009983059;0.0098711;0.009531074;0.008156824;0.007975992;0.00796082;0.007478125;0.007478125;0.01025437;0.009162418;0.009314918;0.008402991;0.009540268;0.007812644;0.007929196;0.009170116;0.009849829;0.011410925;;0.009091198;0.009302555;;;;;;
;;-72;0.009045404;0.014367361;0.010913937;0.009682908;0.009514077;0.009092254;0.008056699;0.008247108;0.0075398;0.0075398;0.00995609;0.00933486;0.009454837;0.008477818;0.009615591;0.008367195;0.008136426;0.00937994;0.010175906;0.011470353;;0.009240877;0.00959596;;;;;;
;;-70;0.009262047;0.014552913;0.010394469;0.010092603;0.009636794;0.008617448;0.008448651;0.00882542;0.007231477;0.007231477;0.010196715;0.009765437;0.009070352;0.00857458;0.009067895;0.00850711;0.008299417;0.008619822;0.010597507;0.01140703;;0.009220532;0.009619384;;;;;;
;;-68;0.010586113;0.014447122;0.011054986;0.010188511;0.009527816;0.008632012;0.008815094;0.008838997;0.007406045;0.007406045;0.009979601;0.010936425;0.009369596;0.008442044;0.008926888;0.009120272;0.008187956;0.008249925;0.009594978;0.011668202;;0.009344907;0.009792956;;;;;;
;;-66;0.010266891;0.0133051;0.0102867;0.009510913;0.010012122;0.008494916;0.008756371;0.008621894;0.007126222;0.007126222;0.009130553;0.010540118;0.009326451;0.008240692;0.008883796;0.00878106;0.008379625;0.008199881;0.010839352;0.012127431;;0.009300808;0.009494823;;;;;;
;;-64;0.010067048;0.012896506;0.010175396;0.009615851;0.010369883;0.009004154;0.009066938;0.008456849;0.007312308;0.007312308;0.009117091;0.010458605;0.008855724;0.008470393;0.008722717;0.010028778;0.008915759;0.008330103;0.0118276;0.012759434;;0.009443046;0.009733298;;;;;;
;;-62;0.0104302;0.012290287;0.009710932;0.009155457;0.010150959;0.008874535;0.009214009;0.007997634;0.007264164;0.007264164;0.008956555;0.008972339;0.008972749;0.008463372;0.008287539;0.008445712;0.008302001;0.007922186;0.010224882;0.012768889;;0.009151399;0.009215458;;;;;;
;;-60;0.011149047;0.013066385;0.0104033;0.009719539;0.010266518;0.008751927;0.009057223;0.008367219;0.007705357;0.007705357;0.009783345;0.009103104;0.008878615;0.008685395;0.008452918;0.008737446;0.008303922;0.008120511;0.009547616;0.0134406;;0.009354786;0.009569748;;;;;;
;;-58;0.010243336;0.012866095;0.010619533;0.010043527;0.009941555;0.009188486;0.009040235;0.008033006;0.007742841;0.007742841;0.009939297;0.008912506;0.008637871;0.00852475;0.008485931;0.008905956;0.007920067;0.007606156;0.009630329;0.013169724;;0.0092201;0.009499305;;;;;;
;;-56;0.010283933;0.012656081;0.009831801;0.009349588;0.009911171;0.010023188;0.009336422;0.00770595;0.007570822;0.007570822;0.010098341;0.009154728;0.009037639;0.008652501;0.008464485;0.009337725;0.008560321;0.007823345;0.009597045;0.012604141;;0.009269198;0.009487807;;;;;;
;;-54;0.0101125;0.012750177;0.009910458;0.009820707;0.010385511;0.010065442;0.009690654;0.008502052;0.00826663;0.00826663;0.010241306;0.00965052;0.008943425;0.008338902;0.008988463;0.010229898;0.008818663;0.008394473;0.009633772;0.012559773;;0.009499138;0.009857857;;;;;;
;;-52;0.0097761;0.012764713;0.010979566;0.01029748;0.010638019;0.010128174;0.009741346;0.00789118;0.008899348;0.008899348;0.010359056;0.009834664;0.009226799;0.008415284;0.009257498;0.010618469;0.009049931;0.008333403;0.010420713;0.012668513;;0.009834838;0.009985123;;;;;;
;;-50;0.009901987;0.012942959;0.01093743;0.009621573;0.010565261;0.009537746;0.009870725;0.007473604;0.008783297;0.008783297;0.009927231;0.010413211;0.009013145;0.008199712;0.008954329;0.010062932;0.009778673;0.008582011;0.010965743;0.013414657;;0.009869782;0.00990317;;;;;;
;;-48;0.009916825;0.011708176;0.01125788;0.009165008;0.010976544;0.009321296;0.009812298;0.007646758;0.009100944;0.009100944;0.009824694;0.010128618;0.009064399;0.008714976;0.009092637;0.009776591;0.009336976;0.008797617;0.010786221;0.013591038;;0.009916942;0.009795102;;;;;;
;;-46;0.009871355;0.012561456;0.010571329;0.009142008;0.011479771;0.009555992;0.010040184;0.008567183;0.009403037;0.009403037;0.009850456;0.010006419;0.009013386;0.00865281;0.009547324;0.008832546;0.009252541;0.008846638;0.010426743;0.014259531;;0.009945613;0.009982762;;;;;;
;;-44;0.009779;0.012403307;0.010735638;0.009209979;0.011040917;0.009164975;0.010860587;0.009386152;0.009789538;0.009789538;0.010158621;0.009709809;0.009121497;0.008407401;0.009344869;0.009740937;0.009242916;0.008893548;0.010330898;0.015129147;;0.010040448;0.010183479;;;;;;
;;-42;0.010006762;0.01181977;0.011224797;0.009937424;0.010661638;0.008163916;0.010298414;0.009212417;0.009198246;0.009198246;0.010080235;0.010086826;0.009183564;0.008504177;0.009336836;0.009233624;0.00911199;0.009010962;0.010084331;0.015418468;;0.009918681;0.010058583;;;;;;
;;-40;0.009869702;0.011550876;0.010253327;0.010319038;0.010714094;0.008265371;0.009922631;0.008986363;0.008885901;0.008885901;0.010313027;0.010081231;0.009694796;0.008884374;0.008538746;0.007809631;0.00963695;0.009162178;0.010448217;0.016193828;;0.009827739;0.010013879;;;;;;
;;-38;0.010710585;0.010817403;0.009917448;0.010233482;0.01024992;0.008411124;0.009770482;0.009086156;0.007688655;0.007688655;0.010466944;0.010147798;0.009737246;0.008833345;0.009248749;0.007858445;0.009653677;0.010035748;0.011124225;0.015598811;;0.009856793;0.009871097;;;;;;
;;-36;0.010775284;0.010972247;0.010378923;0.010307702;0.010469202;0.008109193;0.009324882;0.009752748;0.007921186;0.007921186;0.010086326;0.010569606;0.009825195;0.008877592;0.010042577;0.007981632;0.00940302;0.009894531;0.011037444;0.014608216;;0.009926404;0.009899465;;;;;;
;;-34;0.010044077;0.010140542;0.010231632;0.010754565;0.011264143;0.008476179;0.009813787;0.009572981;0.008630268;0.008630268;0.010460211;0.010245022;0.010116609;0.009069637;0.009325624;0.00933105;0.009121642;0.01000565;0.010173613;0.013497158;;0.009918161;0.009972305;;;;;;
;;-32;0.009847742;0.009951242;0.010452834;0.010713136;0.011785602;0.008213663;0.01040871;0.010857155;0.009877649;0.009877649;0.010254696;0.010517861;0.010014061;0.009522601;0.009609312;0.00910425;0.009326645;0.011229318;0.009908884;0.012319541;;0.010148614;0.010230642;;;;;;
;;-30;0.009877349;0.010223572;0.011050357;0.010123235;0.011520206;0.008561282;0.01017133;0.009334393;0.009834565;0.009834565;0.010867958;0.011085111;0.01039383;0.009480622;0.010366693;0.008324407;0.00991143;0.01155616;0.009873234;0.011810518;;0.010386695;0.010033387;;;;;;
;;-28;0.009310039;0.010169055;0.011850557;0.010244003;0.011854421;0.009245295;0.009697446;0.008238708;0.009436238;0.009436238;0.010945481;0.010198257;0.01043926;0.009639737;0.010446433;0.009425362;0.010791998;0.011780983;0.010817128;0.0114519;;0.0105589;0.009982954;;;;;;
;;-26;0.009650428;0.010425952;0.011623547;0.010332873;0.011127744;0.009417649;0.010329131;0.00922268;0.009635758;0.009635758;0.011150762;0.010765705;0.010386707;0.010103209;0.010535731;0.010182509;0.011884242;0.012494074;0.011219734;0.010641744;;0.010754378;0.010322215;;;;;;
;;-24;0.009888477;0.010245864;0.011985164;0.010208856;0.011127973;0.008680548;0.01029249;0.009518643;0.009797756;0.009797756;0.011257745;0.010831862;0.010603663;0.009750195;0.010927104;0.009853983;0.010562803;0.012521486;0.010353946;0.010302835;;0.010679712;0.010171203;;;;;;
;;-22;0.010294092;0.009510169;0.012856189;0.010349754;0.011958446;0.009450551;0.010985133;0.010467463;0.00999321;0.00999321;0.011428686;0.010885377;0.010665538;0.010590343;0.011483218;0.009953242;0.011015886;0.01373317;0.009037116;0.010400916;;0.010971751;0.01053342;;;;;;
;;-20;0.010086051;0.009034089;0.012333187;0.011746182;0.011398243;0.008656044;0.010872924;0.009949164;0.00992452;0.00992452;0.011418868;0.011183442;0.010735818;0.010009809;0.010199506;0.009912569;0.011265146;0.012559233;0.010156722;0.010019516;;0.010839099;0.010299457;;;;;;
;;-18;0.010130027;0.009508013;0.010951647;0.012648227;0.011215174;0.009133282;0.010998409;0.01009199;0.009827637;0.009827637;0.012530007;0.011554623;0.010837763;0.010915765;0.010198319;0.011336407;0.010659128;0.011616084;0.01096462;0.010581726;;0.010831273;0.010721375;;;;;;
;;-16;0.011285807;0.009973433;0.011443981;0.011461626;0.010513349;0.0093104;0.011610251;0.010273293;0.009807151;0.009807151;0.012296514;0.012065557;0.01070999;0.011015527;0.010883164;0.011283548;0.010442396;0.011941103;0.011234096;0.00972809;;0.01102267;0.010685973;;;;;;
;;-14;0.011147041;0.009960092;0.012072657;0.011826253;0.011455037;0.008857708;0.012190111;0.010624854;0.010500106;0.010500106;0.012121188;0.011792866;0.010822224;0.011137856;0.011677103;0.010905051;0.010847659;0.010991978;0.010911247;0.009823132;;0.011374437;0.01064199;;;;;;
;;-12;0.010646362;0.010479726;0.012337825;0.012762821;0.011642977;0.009170388;0.012482305;0.010700193;0.012314225;0.012314225;0.013624404;0.012158159;0.011337497;0.011737299;0.012723419;0.0130679;0.012242806;0.0100087;0.011505468;0.010201859;;0.012085729;0.011260127;;;;;;
;;-10;0.011242696;0.010084382;0.01184318;0.014804528;0.010824337;0.009209179;0.012677736;0.010908222;0.013547932;0.013547932;0.014842352;0.012421323;0.012038501;0.012078192;0.012196097;0.013772999;0.012196239;0.010759394;0.010709641;0.010158234;;0.012211871;0.011774439;;;;;;
;;-8;0.013172216;0.009635671;0.012413964;0.013828827;0.010999239;0.009003405;0.012738278;0.011354139;0.014624471;0.014624471;0.013955706;0.012669615;0.013201624;0.013389196;0.012562044;0.014473413;0.012364177;0.01074826;0.01185753;0.009592501;;0.012788925;0.01193195;;;;;;
;;-6;0.013443148;0.009504722;0.01237596;0.013211532;0.010622619;0.00926586;0.01371009;0.011202151;0.018581516;0.018581516;0.013178719;0.012477064;0.012515186;0.01338838;0.013759413;0.013467776;0.013850853;0.011256046;0.01351694;0.009070223;;0.013555444;0.012142527;;;;;;
;;-4;0.012625077;0.009674465;0.011437011;0.011976257;0.010329945;0.010108624;0.014325127;0.011955466;0.02118621;0.02118621;0.013536;0.011432564;0.012805856;0.014578678;0.014191307;0.014280501;0.014062096;0.010955409;0.014343685;0.010253795;;0.013884231;0.012640197;;;;;;
;;-2;0.01274012;0.008846999;0.012260463;0.012259537;0.010372887;0.009620861;0.013871703;0.011937417;0.023223839;0.023223839;0.012257908;0.009997984;0.011951279;0.014278588;0.013962962;0.013817202;0.014147488;0.010155763;0.011879241;0.0107803;;0.013666789;0.012491849;;;;;;
;;0;0.015811478;0.012126213;0.014634142;0.01269088;0.012805258;0.01237627;0.015837743;0.013517749;0.044597908;0.044597908;0.014968732;0.016627969;0.016721564;0.017772862;0.016369923;0.018841885;0.017702173;0.013846082;0.014950572;0.012509509;;0.018439949;0.017490733;;;;;;
;;2;0.011583779;0.009312788;0.011677466;0.012586327;0.011134999;0.010754225;0.014055372;0.012230143;0.038828766;0.038828766;0.012461535;0.010834096;0.014072501;0.015982873;0.014510159;0.015197181;0.015138181;0.012126972;0.01100255;0.009844542;;0.015446531;0.014769791;;;;;;
;;4;0.014378979;0.009661852;0.012526606;0.012454214;0.011141964;0.011257855;0.016626279;0.013454831;0.033675796;0.033675796;0.014178178;0.013646539;0.015540036;0.017919652;0.016168598;0.015305032;0.01739978;0.012841414;0.01195992;0.00994635;;0.016359614;0.015016354;;;;;;
;;6;0.014637281;0.010142906;0.01332283;0.012054521;0.011106204;0.011020954;0.017190618;0.014137264;0.020910942;0.020910942;0.013882292;0.012946028;0.017433897;0.018411949;0.015513744;0.015955639;0.019490698;0.01342801;0.013656197;0.010394465;;0.01571447;0.013940268;;;;;;
;;8;0.015186786;0.010192902;0.015500772;0.012470528;0.011221866;0.012185236;0.016816234;0.014604196;0.017882081;0.017882081;0.013571276;0.013702914;0.015980646;0.019254644;0.015476126;0.016231952;0.019137876;0.015801007;0.013477024;0.011154937;;0.015425069;0.01434804;;;;;;
;;10;0.014084027;0.009736922;0.015288056;0.012715612;0.011382461;0.014610371;0.019176974;0.014306612;0.016032695;0.016032695;0.013419856;0.012819102;0.014005631;0.01860841;0.014647582;0.015175136;0.019883441;0.016626117;0.013940531;0.011264296;;0.015186125;0.014189527;;;;;;
;;12;0.014688723;0.010493462;0.013505215;0.012424971;0.011928392;0.016301584;0.017715905;0.015386897;0.015094576;0.015094576;0.014074353;0.013010634;0.014222385;0.018839816;0.01523356;0.014897015;0.018061505;0.017032747;0.01545692;0.011874484;;0.014998153;0.014535619;;;;;;
;;14;0.014452055;0.01018859;0.013385346;0.012041853;0.012256798;0.017186731;0.016176599;0.016927369;0.013927222;0.013927222;0.012698835;0.012945966;0.015196436;0.018637799;0.014570299;0.016295467;0.015940499;0.015961344;0.012931973;0.013847659;;0.014153606;0.014796;;;;;;
;;16;0.013973894;0.009466695;0.013321979;0.011956028;0.012566259;0.017328171;0.016349077;0.015487658;0.013872189;0.013872189;0.012719983;0.01273562;0.015060951;0.017217582;0.015449258;0.016080344;0.015840877;0.015666013;0.012080963;0.012125763;;0.014123543;0.014193606;;;;;;
;;18;0.013433049;0.00940502;0.012408245;0.012813857;0.012479275;0.016233047;0.01735484;0.015063399;0.014473919;0.014473919;0.013050838;0.012834233;0.01561726;0.018789115;0.016355836;0.015928138;0.015374917;0.014378687;0.012701701;0.010460934;;0.014324988;0.014038035;;;;;;
;;20;0.01408311;0.009360722;0.011623387;0.012502371;0.01221237;0.016088228;0.015563028;0.014981622;0.014009124;0.014009124;0.012528399;0.012707931;0.015014969;0.018095754;0.014952625;0.015836946;0.013965528;0.013503435;0.01327952;0.010141442;;0.013723206;0.013722758;;;;;;
;;22;0.012946823;0.00914029;0.011965143;0.01266233;0.012118903;0.017638783;0.015186319;0.015043862;0.014099903;0.014099903;0.013183481;0.012718451;0.015142747;0.017549087;0.015059268;0.015204514;0.013038995;0.016058106;0.012911616;0.01074741;;0.01356532;0.014086274;;;;;;
;;24;0.012412094;0.008972571;0.01156254;0.012942797;0.012038555;0.017630423;0.016808093;0.015408668;0.01331611;0.01331611;0.01256497;0.011938742;0.014070251;0.014946898;0.01463359;0.015036581;0.013532903;0.016588137;0.010981419;0.010056469;;0.013192053;0.01368374;;;;;;
;;26;0.012788955;0.009158329;0.011755932;0.013250474;0.012383034;0.016019154;0.016207313;0.014246805;0.011838691;0.011838691;0.012801163;0.012178948;0.012812706;0.014097484;0.014096069;0.014299373;0.014453073;0.015350043;0.011778388;0.009578958;;0.013091532;0.013001826;;;;;;
;;28;0.013165857;0.008474733;0.011653596;0.012735434;0.011489584;0.015916712;0.014978833;0.014318174;0.01195217;0.01195217;0.013579033;0.011862177;0.013665961;0.013198431;0.014086446;0.015135302;0.014042124;0.01372419;0.011543255;0.010037024;;0.013015686;0.012735435;;;;;;
;;30;0.012240572;0.009211909;0.011093421;0.013338242;0.011135052;0.015634558;0.013139866;0.015264869;0.011563383;0.011563383;0.012742794;0.012604793;0.013046266;0.012338611;0.014494915;0.014326879;0.013567778;0.013438564;0.011375882;0.009138596;;0.012439993;0.01268604;;;;;;
;;32;0.011124831;0.009479501;0.010798007;0.013965351;0.011298967;0.014165406;0.011877016;0.015594257;0.01138572;0.01138572;0.012002125;0.012603617;0.01244802;0.011938158;0.013465767;0.013894023;0.013040178;0.013657205;0.010610549;0.010005698;;0.011805118;0.012668894;;;;;;
;;34;0.011632805;0.009567261;0.009719058;0.013785357;0.012942695;0.014004041;0.011301986;0.014603987;0.011417449;0.011417449;0.011189449;0.012407801;0.012111138;0.012031505;0.012875302;0.013173457;0.011705577;0.013710234;0.010525361;0.010437492;;0.011542082;0.012513858;;;;;;
;;36;0.012341137;0.00943186;0.01088257;0.013265798;0.013012019;0.014041439;0.011417191;0.014148565;0.01123657;0.01123657;0.011141527;0.01252456;0.012415444;0.011849994;0.01258208;0.013668066;0.011574968;0.013133443;0.010639599;0.009109509;;0.011724311;0.01224098;;;;;;
;;38;0.011601752;0.009458853;0.010625214;0.01280461;0.011980988;0.01428347;0.011250291;0.015413379;0.011033294;0.011033294;0.010937747;0.012272732;0.012754246;0.012076269;0.012326488;0.012396061;0.011396391;0.012312496;0.011097349;0.009301805;;0.011500376;0.012135297;;;;;;
;;40;0.011775632;0.00932044;0.010438083;0.01302448;0.01149964;0.014666025;0.010910432;0.014868834;0.011237087;0.011237087;0.010566288;0.012552079;0.012708603;0.011612192;0.011151846;0.012011159;0.011019949;0.012143293;0.010968633;0.009066539;;0.011227619;0.012050213;;;;;;
